gene_id,xen_pep_id,xen_gene_symbol,xen_description
PECUL23A016202,ENSXETP00000051908;ENSXETP00000095366,pms2;usp42,"PMS1 homolog 2, mismatch repair system component [Source:Xenbase;Acc:XB-GENE-998793];ubiquitin specific peptidase 42 [Source:Xenbase;Acc:XB-GENE-920936]"
PECUL23A016204,ENSXETP00000072936,serinc2,serine incorporator 2 [Source:Xenbase;Acc:XB-GENE-968901]
PECUL23A016205,ENSXETP00000115022,,
PECUL23A016206,ENSXETP00000102720,mcrip1,MAPK regulated corepressor interacting protein 1 [Source:Xenbase;Acc:XB-GENE-5729111]
PECUL23A016207,ENSXETP00000064219,,
PECUL23A016211,ENSXETP00000041769,des.1,"desmin, 1 [Source:Xenbase;Acc:XB-GENE-494931]"
PECUL23A016212,,,
PECUL23A016215,ENSXETP00000066120,supt6h,"SPT6 homolog, histone chaperone [Source:Xenbase;Acc:XB-GENE-990369]"
PECUL23A016219,ENSXETP00000022495,dlat,dihydrolipoamide S-acetyltransferase [Source:Xenbase;Acc:XB-GENE-982534]
PECUL23A016221,,,
PECUL23A016223,ENSXETP00000111399,mrps16,mitochondrial ribosomal protein S16 [Source:Xenbase;Acc:XB-GENE-5805277]
PECUL23A016225,ENSXETP00000105081,znf16,zinc finger protein 16 [Source:Xenbase;Acc:XB-GENE-5796993]
PECUL23A016226,ENSXETP00000007770,emc2,ER membrane protein complex subunit 2 [Source:Xenbase;Acc:XB-GENE-484487]
PECUL23A016228,ENSXETP00000104840,,
PECUL23A016235,ENSXETP00000091037;ENSXETP00000036652,tnpo1,transportin 1 [Source:Xenbase;Acc:XB-GENE-493792]
PECUL23A016236,ENSXETP00000107147,cpo.2,carboxypeptidase O 2 [Source:Xenbase;Acc:XB-GENE-22169695]
PECUL23A016237,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A016239,ENSXETP00000111426,abcb8,ATP binding cassette subfamily B member 8 [Source:Xenbase;Acc:XB-GENE-1010256]
PECUL23A016245,ENSXETP00000030213;ENSXETP00000115823,kiaa0895l;pgap6,KIAA0895-like [Source:Xenbase;Acc:XB-GENE-6039311];post-glycosylphosphatidylinositol attachment to proteins 6 [Source:Xenbase;Acc:XB-GENE-987633]
PECUL23A016251,ENSXETP00000050330,smpdl3a,sphingomyelin phosphodiesterase acid-like 3A [Source:Xenbase;Acc:XB-GENE-955002]
PECUL23A016252,ENSXETP00000094267,,
PECUL23A016255,ENSXETP00000013661,sat1,spermidine/spermine N1-acetyltransferase 1 [Source:Xenbase;Acc:XB-GENE-1002781]
PECUL23A016263,ENSXETP00000110554,msln,mesothelin [Source:Xenbase;Acc:XB-GENE-484621]
PECUL23A016264,ENSXETP00000061531,fastkd2,FAST kinase domains 2 [Source:Xenbase;Acc:XB-GENE-877244]
PECUL23A016267,ENSXETP00000063456,,
PECUL23A016273,ENSXETP00000082434,tnks2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:Xenbase;Acc:XB-GENE-968819]"
PECUL23A016275,ENSXETP00000119160,,
PECUL23A016277,ENSXETP00000086710,lhfpl5,LHFPL tetraspan subfamily member 5 [Source:Xenbase;Acc:XB-GENE-5735054]
PECUL23A016281,ENSXETP00000018156,hint1,histidine triad nucleotide binding protein 1 [Source:Xenbase;Acc:XB-GENE-1014427]
PECUL23A016284,ENSXETP00000094028,lcmt2,leucine carboxyl methyltransferase 2 [Source:Xenbase;Acc:XB-GENE-5944136]
PECUL23A016286,ENSXETP00000025154,maneal,"mannosidase, endo-alpha-like [Source:Xenbase;Acc:XB-GENE-5814476]"
PECUL23A016287,ENSXETP00000104687,,
PECUL23A016288,ENSXETP00000032363,lacc1,laccase (multicopper oxidoreductase) domain containing 1 [Source:Xenbase;Acc:XB-GENE-989463]
PECUL23A016290,ENSXETP00000105155,,
PECUL23A016291,ENSXETP00000070623,,
PECUL23A016296,ENSXETP00000065475,,
PECUL23A016297,ENSXETP00000070470,fmnl2,formin like 2 [Source:Xenbase;Acc:XB-GENE-1004377]
PECUL23A016298,ENSXETP00000102492,trim39l.1,tripartite motif containing 39 like 1 [Source:Xenbase;Acc:XB-GENE-22167849]
PECUL23A016301,ENSXETP00000036520,cdk4,outer dynein arm docking complex subunit 3 [Source:Xenbase;Acc:XB-GENE-877178]
PECUL23A016302,ENSXETP00000032198,tmem67,transmembrane protein 67 [Source:Xenbase;Acc:XB-GENE-985149]
PECUL23A016305,ENSXETP00000081597,,
PECUL23A016306,ENSXETP00000055962,coa5,cytochrome c oxidase assembly factor 5 [Source:Xenbase;Acc:XB-GENE-5771975]
PECUL23A016307,ENSXETP00000105300,arf11l.2,ADP-ribosylation factor-like 112 [Source:Xenbase;Acc:XB-GENE-22065200]
PECUL23A016308,ENSXETP00000064644,nup98,nucleoporin 98 [Source:Xenbase;Acc:XB-GENE-6450416]
PECUL23A016312,ENSXETP00000048189,prpf8,pre-mRNA processing factor 8 [Source:Xenbase;Acc:XB-GENE-966799]
PECUL23A016315,ENSXETP00000108041;ENSXETP00000019677,styxl1,serine/threonine/tyrosine interacting-like 1 [Source:Xenbase;Acc:XB-GENE-976848]
PECUL23A016316,ENSXETP00000053596,sf3a2,splicing factor 3a subunit 2 [Source:Xenbase;Acc:XB-GENE-492856]
PECUL23A016318,ENSXETP00000033500,etfa,electron transfer flavoprotein subunit alpha [Source:Xenbase;Acc:XB-GENE-943222]
PECUL23A016329,ENSXETP00000073512,afdn,"afadin, adherens junction formation factor [Source:Xenbase;Acc:XB-GENE-948333]"
PECUL23A016332,ENSXETP00000031770,slc27a4,solute carrier family 27 member 4 [Source:Xenbase;Acc:XB-GENE-957679]
PECUL23A016334,ENSXETP00000099028,,
PECUL23A016336,ENSXETP00000063425,asphd2,aspartate beta-hydroxylase domain containing 2 [Source:Xenbase;Acc:XB-GENE-5998370]
PECUL23A016337,ENSXETP00000058401,xkr9,X-linked Kx blood group related 9 [Source:Xenbase;Acc:XB-GENE-5841541]
PECUL23A016338,ENSXETP00000117866,,
PECUL23A016339,ENSXETP00000052973,mzt1,mitotic spindle organizing protein 1 [Source:Xenbase;Acc:XB-GENE-5837785]
PECUL23A016340,ENSXETP00000117233,,
PECUL23A016345,ENSXETP00000058884,clcn7,"chloride channel, voltage-sensitive 7 [Source:Xenbase;Acc:XB-GENE-995168]"
PECUL23A016347,ENSXETP00000090305,nacad,NAC alpha domain containing [Source:Xenbase;Acc:XB-GENE-5961006]
PECUL23A016348,ENSXETP00000112571,,
PECUL23A016349,ENSXETP00000064507,shc2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:Xenbase;Acc:XB-GENE-6073771]
PECUL23A016352,ENSXETP00000001999,ccdc66,coiled-coil domain containing 66 [Source:Xenbase;Acc:XB-GENE-6459434]
PECUL23A016354,ENSXETP00000113724,,
PECUL23A016355,ENSXETP00000106680,cdhr2,cadherin related family member 2 [Source:Xenbase;Acc:XB-GENE-1004777]
PECUL23A016360,ENSXETP00000030287,bcs1l,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:Xenbase;Acc:XB-GENE-1015027]"
PECUL23A016363,ENSXETP00000110505,ENTREP3,family with sequence similarity 189 member B [Source:HGNC Symbol;Acc:HGNC:1233]
PECUL23A016364,ENSXETP00000114650,,
PECUL23A016369,ENSXETP00000004403,mcm2,minichromosome maintenance complex component 2 [Source:Xenbase;Acc:XB-GENE-999974]
PECUL23A016370,ENSXETP00000110310,sox15,SRY-box 15 [Source:Xenbase;Acc:XB-GENE-6455809]
PECUL23A016374,ENSXETP00000052923,prpf38a,pre-mRNA processing factor 38A [Source:Xenbase;Acc:XB-GENE-979997]
PECUL23A016375,ENSXETP00000116913,,
PECUL23A016386,ENSXETP00000072306,pex5,peroxisomal biosis factor 5 [Source:Xenbase;Acc:XB-GENE-1009063]
PECUL23A016387,ENSXETP00000075726,mocs3,molybdenum cofactor synthesis 3 [Source:Xenbase;Acc:XB-GENE-5804173]
PECUL23A016388,ENSXETP00000041907,,
PECUL23A016389,ENSXETP00000071357,cacna1i,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:Xenbase;Acc:XB-GENE-983863]"
PECUL23A016391,ENSXETP00000060446,aire,autoimmune regulator [Source:Xenbase;Acc:XB-GENE-6461262]
PECUL23A016398,ENSXETP00000009099,eif4enif1,eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:Xenbase;Acc:XB-GENE-949044]
PECUL23A016399,ENSXETP00000101689,znf37a,zinc finger protein 37A [Source:Xenbase;Acc:XB-GENE-6465694]
PECUL23A016400,ENSXETP00000013445,pkn2,protein kinase N2 [Source:Xenbase;Acc:XB-GENE-995298]
PECUL23A016402,ENSXETP00000006019,josd2,Josephin domain containing 2 [Source:Xenbase;Acc:XB-GENE-5740260]
PECUL23A016406,ENSXETP00000118714,mgc107884,mgc107884 protein [Source:Xenbase;Acc:XB-GENE-5767840]
PECUL23A016408,ENSXETP00000012818,tctn2,tectonic family member 2 [Source:Xenbase;Acc:XB-GENE-1015381]
PECUL23A016414,ENSXETP00000117706,tiam1,T cell lymphoma invasion and metastasis [Source:Xenbase;Acc:XB-GENE-1006478]
PECUL23A016416,ENSXETP00000030046,pskh2,protein serine kinase H2 [Source:Xenbase;Acc:XB-GENE-957157]
PECUL23A016420,ENSXETP00000105081,znf16,zinc finger protein 16 [Source:Xenbase;Acc:XB-GENE-5796993]
PECUL23A016421,ENSXETP00000110304,tmem50a,transmembrane protein 50A [Source:Xenbase;Acc:XB-GENE-967091]
PECUL23A016423,ENSXETP00000063523,nkpd1,NTPase KAP family P-loop domain containing 1 [Source:Xenbase;Acc:XB-GENE-6049035]
PECUL23A016424,ENSXETP00000087073,tpr,"translocated promoter region, nuclear basket protein [Source:Xenbase;Acc:XB-GENE-6459791]"
PECUL23A016427,ENSXETP00000107442,,
PECUL23A016428,ENSXETP00000068035,c5orf15,
PECUL23A016430,ENSXETP00000008322,nme5,NME/NM23 family member 5 [Source:Xenbase;Acc:XB-GENE-951087]
PECUL23A016431,ENSXETP00000110208,ubap1l,ubiquitin associated protein 1 like [Source:Xenbase;Acc:XB-GENE-991465]
PECUL23A016432,ENSXETP00000103161,,
PECUL23A016433,ENSXETP00000008815,nr1d1,nuclear receptor subfamily 1 group D member 1 [Source:Xenbase;Acc:XB-GENE-478094]
PECUL23A016434,ENSXETP00000101405,eif4g1,"eukaryotic translation initiation factor 4 gamma, 1 [Source:Xenbase;Acc:XB-GENE-986249]"
PECUL23A016435,ENSXETP00000034141,sowahb,sosondowah ankyrin repeat domain family member B [Source:Xenbase;Acc:XB-GENE-978768]
PECUL23A016436,ENSXETP00000091581,slc7a13,"solute carrier family 7 (anionic amino acid transporter), member 13 [Source:Xenbase;Acc:XB-GENE-995917]"
PECUL23A016439,ENSXETP00000110488,,
PECUL23A016440,ENSXETP00000076484,mdga2,MAM domain containing glycosylphosphatidylinositol anchor 2 [Source:Xenbase;Acc:XB-GENE-6046933]
PECUL23A016441,ENSXETP00000104356,chmp3,charged multivesicular body protein 3 [Source:Xenbase;Acc:XB-GENE-1005141]
PECUL23A016446,ENSXETP00000068783;ENSXETP00000111103,asb5,ankyrin repeat and SOCS box containing 5 [Source:Xenbase;Acc:XB-GENE-950779]
PECUL23A016447,ENSXETP00000104885,,
PECUL23A016448,ENSXETP00000103365,,
PECUL23A016449,ENSXETP00000084245,XB5907626 [provisional:fabp1],provisional ortholog of fatty acid binding protein 1 [Source:Xenbase;Acc:XB-GENE-5907627]
PECUL23A016450,ENSXETP00000022390,nwd2,NACHT and WD repeat domain containing 2 [Source:Xenbase;Acc:XB-GENE-6035684]
PECUL23A016452,ENSXETP00000009417,nrk,Nik related kinase [Source:Xenbase;Acc:XB-GENE-952099]
PECUL23A016453,ENSXETP00000061466,alg13,ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:Xenbase;Acc:XB-GENE-22172432]
PECUL23A016454,ENSXETP00000099264,C3orf18,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]
PECUL23A016456,ENSXETP00000111251,sdcbp,syndecan binding protein [Source:Xenbase;Acc:XB-GENE-953662]
PECUL23A016457,ENSXETP00000117866,,
PECUL23A016459,ENSXETP00000104009,e2f8,E2F transcription factor 8 [Source:Xenbase;Acc:XB-GENE-1219148]
PECUL23A016461,ENSXETP00000010200,dchs1,dachsous cadherin-related 1 [Source:Xenbase;Acc:XB-GENE-6049397]
PECUL23A016467,ENSXETP00000006796,enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:Xenbase;Acc:XB-GENE-1016186]
PECUL23A016473,ENSXETP00000090697,rbms2,RNA binding motif single stranded interacting protein 2 [Source:Xenbase;Acc:XB-GENE-494623]
PECUL23A016477,ENSXETP00000063115,unc13d,unc-13 homolog D [Source:Xenbase;Acc:XB-GENE-1008072]
PECUL23A016479,ENSXETP00000075865,ackr3,atypical chemokine receptor 3 [Source:Xenbase;Acc:XB-GENE-939861]
PECUL23A016484,ENSXETP00000014884,havcr1,hepatitis A virus cellular receptor 1 [Source:Xenbase;Acc:XB-GENE-5867518]
PECUL23A016486,ENSXETP00000097341,desi2l,desumoylating isopeptidase 2 like [Source:Xenbase;Acc:XB-GENE-22066171]
PECUL23A016489,ENSXETP00000088228,rab3ip,RAB3A interacting protein [Source:Xenbase;Acc:XB-GENE-978871]
PECUL23A016499,ENSXETP00000066337;ENSXETP00000070608;ENSXETP00000089523,rapgef1,Rap guanine nucleotide exchange factor 1 [Source:Xenbase;Acc:XB-GENE-5729483]
PECUL23A016500,ENSXETP00000055041,KCNJ9,potassium inwardly rectifying channel subfamily J member 9 [Source:HGNC Symbol;Acc:HGNC:6270]
PECUL23A016502,ENSXETP00000085427,cenpe,centromere protein E [Source:Xenbase;Acc:XB-GENE-952286]
PECUL23A016504,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A016507,ENSXETP00000048333,nr2f2,nuclear receptor subfamily 2 group F member 2 [Source:Xenbase;Acc:XB-GENE-482566]
PECUL23A016508,ENSXETP00000101870,NLRC5,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
PECUL23A016510,ENSXETP00000092079,,
PECUL23A016513,ENSXETP00000116814,,
PECUL23A016515,ENSXETP00000002104,dcaf6,DDB1 and CUL4 associated factor 6 [Source:Xenbase;Acc:XB-GENE-5738809]
PECUL23A016516,ENSXETP00000008906,ppp2r3b,"protein phosphatase 2 regulatory subunit B', beta [Source:Xenbase;Acc:XB-GENE-1012645]"
PECUL23A016518,ENSXETP00000116287,hacd1,3-hydroxyacyl-CoA dehydratase 1 [Source:Xenbase;Acc:XB-GENE-957000]
PECUL23A016523,ENSXETP00000101693;ENSXETP00000074654,sec24c,"SEC24 homolog C, COPII coat complex component [Source:Xenbase;Acc:XB-GENE-1003364]"
PECUL23A016526,ENSXETP00000062959,cip2a,cellular inhibitor of PP2A [Source:Xenbase;Acc:XB-GENE-5926363]
PECUL23A016529,ENSXETP00000089347,zmat5,"zinc finger, matrin-type 5 [Source:Xenbase;Acc:XB-GENE-984924]"
PECUL23A016530,ENSXETP00000116814,,
PECUL23A016532,ENSXETP00000061824,tiparp,UTP6 small subunit processome component [Source:Xenbase;Acc:XB-GENE-997471]
PECUL23A016534,ENSXETP00000106428,,
PECUL23A016535,ENSXETP00000077808,dnah10,dynein  axonemal heavy chain 10 [Source:Xenbase;Acc:XB-GENE-5715441]
PECUL23A016536,ENSXETP00000058629,atg4a,autophagy related 4A cysteine peptidase [Source:Xenbase;Acc:XB-GENE-922674]
PECUL23A016542,ENSXETP00000039459,mrpl19,mitochondrial ribosomal protein L19 [Source:Xenbase;Acc:XB-GENE-1003776]
PECUL23A016544,ENSXETP00000018532,cyct,"cytochrome c, testis [Source:Xenbase;Acc:XB-GENE-5931974]"
PECUL23A016545,ENSXETP00000106751,tuba4b,tubulin alpha 4b [Source:Xenbase;Acc:XB-GENE-489927]
PECUL23A016547,ENSXETP00000093154,eif2ak1,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:Xenbase;Acc:XB-GENE-962479]
PECUL23A016548,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A016557,ENSXETP00000010937,gyg2,glycogenin 2 [Source:Xenbase;Acc:XB-GENE-5854708]
PECUL23A016558,ENSXETP00000066185,cytip,cytohesin 1 interacting protein [Source:Xenbase;Acc:XB-GENE-1000173]
PECUL23A016561,ENSXETP00000051233,rplp1,"ribosomal protein, large, P1 [Source:Xenbase;Acc:XB-GENE-5769637]"
PECUL23A016563,ENSXETP00000105499,,
PECUL23A016564,ENSXETP00000106428,,
PECUL23A016565,ENSXETP00000070463,eml3,echinoderm microtubule associated protein like 3 [Source:Xenbase;Acc:XB-GENE-6046288]
PECUL23A016572,ENSXETP00000065642,me3,"malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:Xenbase;Acc:XB-GENE-973120]"
PECUL23A016574,ENSXETP00000093656,gstk1,glutathione S-transferase kappa 1 [Source:Xenbase;Acc:XB-GENE-5903717]
PECUL23A016576,ENSXETP00000049541,kcna7,"potassium channel, voltage gated shaker related subfamily A, member 7 [Source:Xenbase;Acc:XB-GENE-992813]"
PECUL23A016579,ENSXETP00000056332,znf346,zinc finger protein 346 [Source:Xenbase;Acc:XB-GENE-967544]
PECUL23A016582,ENSXETP00000062564,mrpl49,mitochondrial ribosomal protein L49 [Source:Xenbase;Acc:XB-GENE-990232]
PECUL23A016585,ENSXETP00000071013,ccser1,coiled-coil serine rich protein 1 [Source:Xenbase;Acc:XB-GENE-6044979]
PECUL23A016586,ENSXETP00000112083,,
PECUL23A016588,ENSXETP00000089526,sftpa2,surfactant protein A2 [Source:Xenbase;Acc:XB-GENE-22069117]
PECUL23A016592,ENSXETP00000029089,cabin1,calcineurin binding protein 1 [Source:Xenbase;Acc:XB-GENE-948966]
PECUL23A016594,ENSXETP00000119071,,
PECUL23A016598,ENSXETP00000058913,bola1,bolA family member 1 [Source:Xenbase;Acc:XB-GENE-991613]
PECUL23A016604,ENSXETP00000094066,btaf1,B-TFIID TATA-box binding protein associated factor 1 [Source:Xenbase;Acc:XB-GENE-488495]
PECUL23A016605,ENSXETP00000105365,,
PECUL23A016608,ENSXETP00000021239,ctdsp2,CTD small phosphatase 2 [Source:Xenbase;Acc:XB-GENE-951111]
PECUL23A016612,ENSXETP00000069394,sema3b,semaphorin 3B [Source:Xenbase;Acc:XB-GENE-921561]
PECUL23A016616,ENSXETP00000002324,gcm2,glial cells missing homolog 2 [Source:Xenbase;Acc:XB-GENE-492156]
PECUL23A016620,ENSXETP00000012123,pik3r5,phosphoinositide-3-kinase regulatory subunit 5 [Source:Xenbase;Acc:XB-GENE-1015957]
PECUL23A016622,ENSXETP00000022920,rsf1,remodeling and spacing factor 1 [Source:Xenbase;Acc:XB-GENE-988570]
PECUL23A016628,ENSXETP00000100600;ENSXETP00000072446,dock7,dedicator of cytokinesis 7 [Source:Xenbase;Acc:XB-GENE-998178]
PECUL23A016629,ENSXETP00000020214,guca1c,guanylate cyclase activator 1C [Source:Xenbase;Acc:XB-GENE-6039675]
PECUL23A016632,ENSXETP00000111841,,
PECUL23A016633,ENSXETP00000030258,lonrf2,LON peptidase N-terminal domain and ring finger 2 [Source:Xenbase;Acc:XB-GENE-6045285]
PECUL23A016634,ENSXETP00000086160,dmap1,DNA methyltransferase 1 associated protein 1 [Source:Xenbase;Acc:XB-GENE-948170]
PECUL23A016637,ENSXETP00000040600,chsy1,chondroitin sulfate synthase 1 [Source:Xenbase;Acc:XB-GENE-961883]
PECUL23A016639,ENSXETP00000106080,,
PECUL23A016642,ENSXETP00000025634,ccnh,cyclin H [Source:Xenbase;Acc:XB-GENE-922561]
PECUL23A016643,ENSXETP00000042178,XB5888885 [provisional:zp3],provisional ortholog of zona pellucida glycoprotein 3 [Source:Xenbase;Acc:XB-GENE-5888886]
PECUL23A016644,ENSXETP00000032118,slc38a2,solute carrier family 38 member 2 [Source:Xenbase;Acc:XB-GENE-6258676]
PECUL23A016650,ENSXETP00000066202,chd2,chromodomain helicase DNA binding protein 2 [Source:Xenbase;Acc:XB-GENE-950755]
PECUL23A016655,ENSXETP00000104641,slc47a2,"solute carrier family 47 (multidrug and toxin extrusion), member 2 [Source:Xenbase;Acc:XB-GENE-5793831]"
PECUL23A016657,ENSXETP00000066797,rnf125,"ring finger protein 125, E3 ubiquitin protein ligase [Source:Xenbase;Acc:XB-GENE-6048593]"
PECUL23A016658,ENSXETP00000106477,,
PECUL23A016661,ENSXETP00000078862;ENSXETP00000083925,kifc3;sez6,kinesin family member C3 [Source:Xenbase;Acc:XB-GENE-980351];seizure related 6 homolog [Source:Xenbase;Acc:XB-GENE-1013132]
PECUL23A016664,ENSXETP00000082658,pgghg,protein-glucosylgalactosylhydroxylysine glucosidase [Source:Xenbase;Acc:XB-GENE-6045820]
PECUL23A016665,ENSXETP00000058823,meiob,meiosis specific with OB domains [Source:Xenbase;Acc:XB-GENE-987591]
PECUL23A016668,ENSXETP00000051105;ENSXETP00000069796,znf827,zinc finger protein 827 [Source:Xenbase;Acc:XB-GENE-1033048]
PECUL23A016669,ENSXETP00000071019,atp7a,ATPase copper transporting alpha [Source:Xenbase;Acc:XB-GENE-1010489]
PECUL23A016672,ENSXETP00000104398,tsku,"tsukushi, small leucine rich proteoglycan [Source:Xenbase;Acc:XB-GENE-493206]"
PECUL23A016677,ENSXETP00000040101,gatad1,GATA zinc finger domain containing 1 [Source:Xenbase;Acc:XB-GENE-965954]
PECUL23A016678,ENSXETP00000014338,,
PECUL23A016681,ENSXETP00000017970,GKN1,gastrokine 1 [Source:HGNC Symbol;Acc:HGNC:23217]
PECUL23A016688,ENSXETP00000072738,gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1 [Source:Xenbase;Acc:XB-GENE-956617]"
PECUL23A016690,ENSXETP00000093548,tm4sf18,transmembrane 4 L six family member 18 [Source:Xenbase;Acc:XB-GENE-5818050]
PECUL23A016693,ENSXETP00000113787,,
PECUL23A016703,ENSXETP00000084523,tmc6,transmembrane channel like 6 [Source:Xenbase;Acc:XB-GENE-5811999]
PECUL23A016704,ENSXETP00000045752,ccbe1,collagen and calcium binding EGF domains 1 [Source:Xenbase;Acc:XB-GENE-920172]
PECUL23A016713,ENSXETP00000050261;ENSXETP00000063497,adhfe1,"alcohol dehydrogenase, iron containing 1 [Source:Xenbase;Acc:XB-GENE-966429]"
PECUL23A016714,ENSXETP00000063859,,
PECUL23A016715,ENSXETP00000043250,slc12a3l,solute carrier family 12 member 3 like [Source:Xenbase;Acc:XB-GENE-479312]
PECUL23A016716,ENSXETP00000040514,dusp5,dual specificity phosphatase 5 [Source:Xenbase;Acc:XB-GENE-957572]
PECUL23A016717,ENSXETP00000003210,enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:Xenbase;Acc:XB-GENE-977063]
PECUL23A016719,ENSXETP00000074151,sdhaf3,succinate dehydrogenase complex assembly factor 3 [Source:Xenbase;Acc:XB-GENE-991984]
PECUL23A016722,ENSXETP00000027380,gga3,"golgi-associated, gamma adaptin ear containing, ARF binding protein 3 [Source:Xenbase;Acc:XB-GENE-979350]"
PECUL23A016725,ENSXETP00000119071,,
PECUL23A016727,ENSXETP00000104550,a2ml1,alpha-2-macroglobulin-like 1 [Source:Xenbase;Acc:XB-GENE-5943821]
PECUL23A016728,ENSXETP00000110873,,
PECUL23A016729,ENSXETP00000113484,,
PECUL23A016730,ENSXETP00000118375,,
PECUL23A016737,ENSXETP00000061948,zc3h3,zinc finger CCCH-type containing 3 [Source:Xenbase;Acc:XB-GENE-995650]
PECUL23A016739,ENSXETP00000064278,gnb1,"guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:Xenbase;Acc:XB-GENE-6076380]"
PECUL23A016741,ENSXETP00000025650,chordc1,cysteine and histidine rich domain containing 1 [Source:Xenbase;Acc:XB-GENE-962949]
PECUL23A016744,ENSXETP00000072674,mrs2,magnesium transporter MRS2 [Source:Xenbase;Acc:XB-GENE-990862]
PECUL23A016749,ENSXETP00000049581,hspbp1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:Xenbase;Acc:XB-GENE-1007205]"
PECUL23A016750,ENSXETP00000114988,SAPCD2,suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]
PECUL23A016751,ENSXETP00000052843,wfikkn1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:Xenbase;Acc:XB-GENE-923256]"
PECUL23A016754,ENSXETP00000031844;ENSXETP00000071741,ndfip2,Nedd4 family interacting protein 2 [Source:Xenbase;Acc:XB-GENE-1014517]
PECUL23A016755,ENSXETP00000117621,ccr7,C-C motif chemokine receptor 7 [Source:Xenbase;Acc:XB-GENE-490572]
PECUL23A016756,ENSXETP00000017264,,
PECUL23A016757,ENSXETP00000043991,aqp5,aquaporin 5 [Source:Xenbase;Acc:XB-GENE-479726]
